7.900000e+07	  3	  2999	   921	1.312280994885971e-03	3.162277660168376e+01	9.969925889107024e+00
8.000000e+07	  3	  2999	  1125	1.831733697501805e-03	3.162277660168376e+01	1.049698784478749e+01
8.100000e+07	  3	  2999	  1446	1.736535966141632e-03	4.216965034285818e+01	4.762185438783167e-01
8.200000e+07	  3	  2999	  1352	1.922650040044082e-03	4.216965034285818e+01	1.002669863390259e+00
collision No.2	4.367452e+01[yr]	i=2, j=589	r_ij=6.322242627136334e-05	radius[2]+radius[589]=6.338979671072590e-05
dE_heat=-6.180558e-12	dE_grav=6.223371e-12	dE_c=1.961774e-19	v_imp=3.070526e-01
8.300000e+07	  3	  2998	   186	1.343114054114072e-03	4.216965034285818e+01	1.529042096556621e+00
8.400000e+07	  3	  2998	  1014	1.232436158978275e-03	4.216965034285818e+01	2.053574883077470e+00
8.500000e+07	  3	  2998	   725	1.527451903410467e-03	4.216965034285818e+01	2.580132770603609e+00
8.600000e+07	  3	  2998	  1464	1.715532594274950e-03	4.216965034285818e+01	3.107702759454931e+00
8.700000e+07	  3	  2998	  2455	2.123772867804170e-03	4.216965034285818e+01	3.634076905051854e+00
8.800000e+07	  3	  2998	   520	1.281897131836038e-03	4.216965034285818e+01	4.159520910847744e+00
8.900000e+07	  3	  2998	  1274	1.562172591676693e-03	4.216965034285818e+01	4.686701827096633e+00
9.000000e+07	  3	  2998	  1793	1.295108436303329e-03	4.216965034285818e+01	5.213593510827382e+00
9.100000e+07	  3	  2998	  2572	1.164329599970115e-03	4.216965034285818e+01	5.740120215083928e+00
9.200000e+07	  3	  2998	  1166	1.216465050030496e-03	4.216965034285818e+01	6.266309752349111e+00
9.300000e+07	  3	  2998	  2659	1.224206429743159e-03	4.216965034285818e+01	6.793783338504227e+00
9.400000e+07	  3	  2998	   718	1.079879513925245e-03	4.216965034285818e+01	7.319939344990257e+00
9.500000e+07	  3	  2998	  2346	1.496962326706823e-03	4.216965034285818e+01	7.847469699209157e+00
9.600000e+07	  3	  2998	  1996	1.873223592450792e-03	4.216965034285818e+01	8.374530932650826e+00
9.700000e+07	  3	  2998	  2233	1.952305801766172e-03	4.216965034285818e+01	8.898988943654025e+00
9.800000e+07	  3	  2998	   820	1.332689833136864e-03	4.216965034285818e+01	9.426930180604728e+00
9.900000e+07	  3	  2998	  2931	1.544964455493578e-03	4.216965034285818e+01	9.951681984047379e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  2998	  1551	1.725551588172825e-03	4.216965034285818e+01	1.047929443462996e+01
1.010000e+08	  3	  2998	  2943	1.696943846313204e-03	4.216965034285818e+01	1.100502023352593e+01
1.020000e+08	  3	  2998	   137	1.715948488456566e-03	4.216965034285818e+01	1.153324636242492e+01
1.030000e+08	  3	  2998	   665	1.447745333999965e-03	4.216965034285818e+01	1.205885637123340e+01
1.040000e+08	  3	  2998	   652	1.762583377123565e-03	4.216965034285818e+01	1.258680216694239e+01
1.050000e+08	  3	  2998	   176	1.564143517289119e-03	4.216965034285818e+01	1.311261158514021e+01
1.060000e+08	  3	  2998	  1217	1.822884962928208e-03	4.216965034285818e+01	1.364006883400210e+01
1.070000e+08	  3	  2998	   427	1.028066885657581e-03	5.623413251903484e+01	9.998920566405234e-02
1.080000e+08	  3	  2998	  1177	1.705187498677344e-03	5.623413251903484e+01	6.267170514474422e-01
1.090000e+08	  3	  2998	  1473	1.819816409065917e-03	5.623413251903484e+01	1.152353172306412e+00
1.100000e+08	  3	  2998	   410	1.204342419744264e-03	5.623413251903484e+01	1.679833415879319e+00
1.110000e+08	  3	  2998	  2809	1.457558766656058e-03	5.623413251903484e+01	2.206561177406098e+00
1.120000e+08	  3	  2998	  1235	1.435515427244309e-03	5.623413251903484e+01	2.734126757301884e+00
1.130000e+08	  3	  2998	  1302	1.597656709848829e-03	5.623413251903484e+01	3.260069916704353e+00
1.140000e+08	  3	  2998	   734	1.165384817979838e-03	5.623413251903484e+01	3.786707165470937e+00
1.150000e+08	  3	  2998	  1910	1.211916867987385e-03	5.623413251903484e+01	4.313785530446077e+00
1.160000e+08	  3	  2998	  1573	2.067050037908555e-03	5.623413251903484e+01	4.840654437573397e+00
collision No.3	6.115435e+01[yr]	i=1, j=100	r_ij=6.303231197390926e-05	radius[1]+radius[100]=6.338481524341289e-05
dE_heat=-6.880050e-12	dE_grav=6.893232e-12	dE_c=-3.220877e-19	v_imp=3.082399e-01
1.170000e+08	  3	  2997	  2420	1.272920333448065e-03	5.623413251903484e+01	5.367405660554739e+00
1.180000e+08	  3	  2997	  2477	1.524912894911983e-03	5.623413251903484e+01	5.893899350114060e+00
1.190000e+08	  3	  2997	  2512	1.323381273050367e-03	5.623413251903484e+01	6.420838494799387e+00
1.200000e+08	  3	  2997	  2573	1.168474994282607e-03	5.623413251903484e+01	6.948764918399528e+00
1.210000e+08	  3	  2997	  2424	1.695657594506174e-03	5.623413251903484e+01	7.474430257986395e+00
1.220000e+08	  3	  2997	  2873	1.971308234419355e-03	5.623413251903484e+01	8.000107124270519e+00
1.230000e+08	  3	  2997	  1641	1.118684984549049e-03	5.623413251903484e+01	8.526217390386284e+00
1.240000e+08	  3	  2997	  2125	1.937178330550967e-03	5.623413251903484e+01	9.052574123441449e+00
1.250000e+08	  3	  2997	   801	1.508133219437905e-03	5.623413251903484e+01	9.580387327726541e+00
1.260000e+08	  3	  2997	  1809	1.783941292672671e-03	5.623413251903484e+01	1.010697763843524e+01
1.270000e+08	  3	  2997	  2607	1.396730229281581e-03	5.623413251903484e+01	1.063497884169598e+01
1.280000e+08	  3	  2997	  2608	1.355416637186533e-03	5.623413251903484e+01	1.116201837537734e+01
1.290000e+08	  3	  2997	  1776	1.891285812667963e-03	5.623413251903484e+01	1.168744808672161e+01
1.300000e+08	  3	  2997	   661	1.218565972530516e-03	5.623413251903484e+01	1.221411455801587e+01
1.310000e+08	  3	  2997	  1145	1.523200474276788e-03	5.623413251903484e+01	1.274145201481864e+01
1.320000e+08	  3	  2997	   139	1.147150482024489e-03	5.623413251903484e+01	1.326910162071641e+01
1.330000e+08	  3	  2997	   417	1.119733452536558e-03	5.623413251903484e+01	1.379628113008568e+01
1.340000e+08	  3	  2997	   828	1.520853539868833e-03	5.623413251903484e+01	1.432383210944984e+01
1.350000e+08	  3	  2997	  1150	1.330199126093168e-03	5.623413251903484e+01	1.485108585826826e+01
1.360000e+08	  3	  2997	   774	1.438104419662632e-03	5.623413251903484e+01	1.537799840407261e+01
1.370000e+08	  3	  2997	  1174	1.454838917363433e-03	5.623413251903484e+01	1.590524808771001e+01
1.380000e+08	  3	  2997	   899	1.361051555617408e-03	5.623413251903484e+01	1.643172597746955e+01
1.390000e+08	  3	  2997	   523	1.785461760842484e-03	5.623413251903484e+01	1.695815422474907e+01
1.400000e+08	  3	  2997	  1936	1.508336064000869e-03	5.623413251903484e+01	1.748489674647361e+01
1.410000e+08	  3	  2997	   917	1.604771352165996e-03	5.623413251903484e+01	1.801047729727060e+01
1.420000e+08	  3	  2997	  2222	1.245040497324622e-03	5.623413251903484e+01	1.853753627043968e+01
1.430000e+08	  3	  2997	  2522	1.915295898692430e-03	7.498942093324548e+01	3.079152811695776e-01
1.440000e+08	  3	  2997	   423	1.693639849301343e-03	7.498942093324548e+01	8.323015857455777e-01
1.450000e+08	  3	  2997	  2705	1.902189306902055e-03	7.498942093324548e+01	1.357445496017488e+00
1.460000e+08	  3	  2997	  2127	1.226008863484291e-03	7.498942093324548e+01	1.885887899186557e+00
1.470000e+08	  3	  2997	   359	1.945088995777655e-03	7.498942093324548e+01	2.411761833921462e+00
1.480000e+08	  3	  2997	  2339	1.725435271368172e-03	7.498942093324548e+01	2.937636395927017e+00
1.490000e+08	  3	  2997	  2237	1.663459826492626e-03	7.498942093324548e+01	3.463349242445661e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  2997	   408	1.513776421857515e-03	7.498942093324548e+01	3.989695821559891e+00
1.510000e+08	  3	  2997	  2951	1.436567849926458e-03	7.498942093324548e+01	4.517560360600235e+00
1.520000e+08	  3	  2997	  2153	1.628822765628290e-03	7.498942093324548e+01	5.044307157288565e+00
1.530000e+08	  3	  2997	  1270	1.519874901977274e-03	7.498942093324548e+01	5.571187366661174e+00
1.540000e+08	  3	  2997	  1994	1.621290021994356e-03	7.498942093324548e+01	6.098569682491666e+00
1.550000e+08	  3	  2997	  2366	1.637219574872396e-03	7.498942093324548e+01	6.624576841804667e+00
1.560000e+08	  3	  2997	   400	1.697739959632801e-03	7.498942093324548e+01	7.152558229887021e+00
collision No.4	8.229525e+01[yr]	i=2, j=936	r_ij=6.291926646210097e-05	radius[2]+radius[936]=6.339055628427601e-05
dE_heat=-5.926704e-13	dE_grav=5.741198e-13	dE_c=5.152602e-21	v_imp=3.138064e-01
1.570000e+08	  3	  2996	   480	1.612576298234363e-03	7.498942093324548e+01	7.679586785482915e+00
1.580000e+08	  3	  2996	  2890	9.519532783683488e-04	7.498942093324548e+01	8.206559396342058e+00
1.590000e+08	  3	  2996	  2380	1.198198750024698e-03	7.498942093324548e+01	8.732997705870099e+00
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[2380]	= 7.528505e-03
E_error	= 9.030034865564806e-01
L_error	= -nan
dE_correct	= 2.064384772233213e-09
step	= 1.590000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14149.393339[s]
user time	= 41646.688000[s]
system time	= 766.908000[s]
Execution Time	(total	= 1.414939e+04 [s])
Corrector		= 5.543852e+03 [s]	39.18 [%]
Predictor		= 3.380096e+03 [s]	23.89 [%]
Iteration		= 2.554199e+03 [s]	18.05 [%]
Fragmentation		= 1.666923e+03 [s]	11.78 [%]
Orbital_Elements	= 4.014821e+01 [s]	 0.28 [%]
Collision_Judgement	= 3.346160e+00 [s]	 0.02 [%]
Energy			= 2.817655e+00 [s]	 0.02 [%]
Others			= 9.580114e+02 [s]	 6.77 [%]
-----
myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand01/tempread.dat' exists.
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand01/tempfragread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.590000e+08	  3	  2996	  2380	1.198198750024698e-03	7.498942093324548e+01	8.732997705870099e+00
1.600000e+08	  3	  2996	  1835	1.838091537274830e-03	7.498942093324548e+01	9.259384162127096e+00
1.610000e+08	  3	  2996	  1245	1.349843523936000e-03	7.498942093324548e+01	9.786138359248010e+00
1.620000e+08	  3	  2996	   106	1.702744318644058e-03	7.498942093324548e+01	1.031440927307770e+01
1.630000e+08	  3	  2996	  1877	1.478561580421197e-03	7.498942093324548e+01	1.084022748560980e+01
1.640000e+08	  3	  2996	  2822	1.609698283247931e-03	7.498942093324548e+01	1.136806808600853e+01
1.650000e+08	  3	  2996	   698	2.178117866721418e-03	7.498942093324548e+01	1.189429979943816e+01
1.660000e+08	  3	  2996	  1958	1.304522039614709e-03	7.498942093324548e+01	1.242115357060874e+01
1.670000e+08	  3	  2996	  1460	1.404031960116593e-03	7.498942093324548e+01	1.294760913602557e+01
1.680000e+08	  3	  2996	   145	2.029712187322605e-03	7.498942093324548e+01	1.347384280674674e+01
1.690000e+08	  3	  2996	  2951	1.541709245178771e-03	7.498942093324548e+01	1.400077165429513e+01
1.700000e+08	  3	  2996	   288	1.532983990891466e-03	7.498942093324548e+01	1.452853518985724e+01
1.710000e+08	  3	  2996	  1260	1.938132532132803e-03	7.498942093324548e+01	1.505596671590865e+01
1.720000e+08	  3	  2996	  2483	1.457817762893978e-03	7.498942093324548e+01	1.558317366664982e+01
1.730000e+08	  3	  2996	  2919	1.291987688151906e-03	7.498942093324548e+01	1.611116892572160e+01
1.740000e+08	  3	  2996	  1006	1.820381166556343e-03	7.498942093324548e+01	1.663811211692625e+01
1.750000e+08	  3	  2996	   307	1.734529926784951e-03	7.498942093324548e+01	1.716576824482421e+01
1.760000e+08	  3	  2996	  1986	1.398470485234569e-03	7.498942093324548e+01	1.769256680408834e+01
1.770000e+08	  3	  2996	  2841	1.925318300721414e-03	7.498942093324548e+01	1.821936516210814e+01
1.780000e+08	  3	  2996	  2628	1.363296818040307e-03	7.498942093324548e+01	1.874659485432765e+01
1.790000e+08	  3	  2996	  2634	1.827594974150287e-03	7.498942093324548e+01	1.927417506604111e+01
1.800000e+08	  3	  2996	  1581	1.304566827162146e-03	7.498942093324548e+01	1.980104509087094e+01
1.810000e+08	  3	  2996	  2201	1.457476125997292e-03	7.498942093324548e+01	2.032899987399540e+01
1.820000e+08	  3	  2996	    64	1.469027385968794e-03	7.498942093324548e+01	2.085499553846060e+01
1.830000e+08	  3	  2996	   866	1.874091185004578e-03	7.498942093324548e+01	2.138114869306327e+01
1.840000e+08	  3	  2996	  1243	1.224912910718294e-03	7.498942093324548e+01	2.190783870951121e+01
1.850000e+08	  3	  2996	   958	1.824719553224408e-03	7.498942093324548e+01	2.243571459691152e+01
1.860000e+08	  3	  2996	  2529	1.801243495560225e-03	7.498942093324548e+01	2.296076746933257e+01
1.870000e+08	  3	  2996	  1570	1.372474674432088e-03	7.498942093324548e+01	2.348827235586774e+01
1.880000e+08	  3	  2996	  2564	1.641861995299451e-03	7.498942093324548e+01	2.401585169236278e+01
1.890000e+08	  3	  2996	  1014	1.418419501661846e-03	7.498942093324548e+01	2.454210144977889e+01
1.900000e+08	  3	  2996	   874	1.560395383259026e-03	9.999999999999986e+01	5.925297691203236e-02
1.910000e+08	  3	  2996	  2585	1.731066371765722e-03	9.999999999999986e+01	5.832773122015149e-01
1.920000e+08	  3	  2996	  2255	1.344527533488178e-03	9.999999999999986e+01	1.111099779916237e+00
1.930000e+08	  3	  2996	  1054	1.246964674235047e-03	9.999999999999986e+01	1.638342489793034e+00
1.940000e+08	  3	  2996	   405	1.214034687681826e-03	9.999999999999986e+01	2.165980167653483e+00
1.950000e+08	  3	  2996	   841	1.735385813752039e-03	9.999999999999986e+01	2.693176575006943e+00
1.960000e+08	  3	  2996	  2107	1.452631616549750e-03	9.999999999999986e+01	3.220950715531364e+00
1.970000e+08	  3	  2996	  2538	1.573521836511604e-03	9.999999999999986e+01	3.747283569974519e+00
1.980000e+08	  3	  2996	   714	1.955026666983869e-03	9.999999999999986e+01	4.275126773026429e+00
1.990000e+08	  3	  2996	  1003	1.718378425165378e-03	9.999999999999986e+01	4.801797181521018e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  3	  2996	  1338	1.990646827130519e-03	9.999999999999986e+01	5.328907791189271e+00
2.010000e+08	  3	  2996	  2104	1.660896264638927e-03	9.999999999999986e+01	5.855826334114958e+00
2.020000e+08	  3	  2996	  2864	1.486830001120281e-03	9.999999999999986e+01	6.382100711947349e+00
2.030000e+08	  3	  2996	   848	1.868253801506742e-03	9.999999999999986e+01	6.910139295178218e+00
2.040000e+08	  3	  2996	  1153	1.079039377711498e-03	9.999999999999986e+01	7.435870100069039e+00
2.050000e+08	  3	  2996	   580	1.829617243295732e-03	9.999999999999986e+01	7.963424802383900e+00
2.060000e+08	  3	  2996	   937	1.549074608238552e-03	9.999999999999986e+01	8.490502041975915e+00
2.070000e+08	  3	  2996	  2115	1.353484593807704e-03	9.999999999999986e+01	9.017229707670099e+00
2.080000e+08	  3	  2996	  1581	1.292969729035893e-03	9.999999999999986e+01	9.543637118015418e+00
2.090000e+08	  3	  2996	  2127	1.310055596847282e-03	9.999999999999986e+01	1.007104446185785e+01
2.100000e+08	  3	  2996	  2840	1.348560119091219e-03	9.999999999999986e+01	1.059764640921779e+01
2.110000e+08	  3	  2996	    25	1.216854303174527e-03	9.999999999999986e+01	1.112536000209714e+01
2.120000e+08	  3	  2996	   126	1.407943473166730e-03	9.999999999999986e+01	1.165192014888631e+01
2.130000e+08	  3	  2996	  2058	2.040488199204073e-03	9.999999999999986e+01	1.217957692661905e+01
2.140000e+08	  3	  2996	   820	1.626434202934648e-03	9.999999999999986e+01	1.270652417457939e+01
2.150000e+08	  3	  2996	  2889	1.422177921265562e-03	9.999999999999986e+01	1.323420553622180e+01
2.160000e+08	  3	  2996	   781	1.159991057807219e-03	9.999999999999986e+01	1.376035632575769e+01
2.170000e+08	  3	  2996	  1621	1.603883569042111e-03	9.999999999999986e+01	1.428629982644176e+01
2.180000e+08	  3	  2996	  2923	1.532309037161988e-03	9.999999999999986e+01	1.481414885957629e+01
2.190000e+08	  3	  2996	  1082	2.156001130061249e-03	9.999999999999986e+01	1.534098899760493e+01
2.200000e+08	  3	  2996	  1374	1.216422627444263e-03	9.999999999999986e+01	1.586790290018244e+01
2.210000e+08	  3	  2996	  1856	1.458482750850811e-03	9.999999999999986e+01	1.639505934066533e+01
2.220000e+08	  3	  2996	  1841	1.473246538685192e-03	9.999999999999986e+01	1.692291791479614e+01
