2.000000e+07	  3	  3000	  2892	1.334244728066934e-03	9.999999999999991e+00	4.858084865321754e-01
2.100000e+07	  3	  3000	    10	2.075561311281404e-03	9.999999999999991e+00	1.010934299451609e+00
2.200000e+07	  3	  3000	  1930	1.186296672282650e-03	9.999999999999991e+00	1.538171526627769e+00
2.300000e+07	  3	  3000	  1306	2.092566475731868e-03	9.999999999999991e+00	2.064868046587083e+00
2.400000e+07	  3	  3000	   137	1.893041143521841e-03	9.999999999999991e+00	2.590107659053520e+00
2.500000e+07	  3	  3000	  1082	1.178000996115458e-03	9.999999999999991e+00	3.117065469678461e+00
2.600000e+07	  3	  3000	  1545	2.100647304252727e-03	1.333521432163323e+01	3.079327507632377e-01
2.700000e+07	  3	  3000	  2331	1.938849627484709e-03	1.333521432163323e+01	8.348859192916152e-01
2.800000e+07	  3	  3000	  1965	1.440267984867341e-03	1.333521432163323e+01	1.360456269608720e+00
2.900000e+07	  3	  3000	  1174	1.440205854582206e-03	1.333521432163323e+01	1.885440748513168e+00
3.000000e+07	  3	  3000	  2536	2.098715926489238e-03	1.333521432163323e+01	2.411977777288209e+00
3.100000e+07	  3	  3000	   820	1.507689358458693e-03	1.333521432163323e+01	2.935912553849469e+00
3.200000e+07	  3	  3000	  1853	1.466956844153042e-03	1.333521432163323e+01	3.462386042440575e+00
3.300000e+07	  3	  3000	   343	1.638859198704176e-03	1.333521432163323e+01	3.989267450275871e+00
3.400000e+07	  3	  3000	  1403	1.535319846766820e-03	1.778279410038921e+01	6.724823494711275e-02
3.500000e+07	  3	  3000	  2914	1.598695097249442e-03	1.778279410038921e+01	5.942848228348270e-01
3.600000e+07	  3	  3000	  1689	1.537534254358844e-03	1.778279410038921e+01	1.120852946369758e+00
3.700000e+07	  3	  3000	   547	1.682747147919250e-03	1.778279410038921e+01	1.646947246843683e+00
3.800000e+07	  3	  3000	  2070	1.300388133169613e-03	1.778279410038921e+01	2.173198133882640e+00
3.900000e+07	  3	  3000	  2743	1.092498499626630e-03	1.778279410038921e+01	2.699465900985559e+00
4.000000e+07	  3	  3000	  2029	1.507703625912764e-03	1.778279410038921e+01	3.225912330997883e+00
collision No.1	2.151038e+01[yr]	i=2, j=500	r_ij=6.333780335253835e-05	radius[2]+radius[500]=6.338481524341289e-05
dE_heat=-3.266024e-11	dE_grav=3.271740e-11	dE_c=6.426873e-19	v_imp=3.075490e-01
4.100000e+07	  3	  2999	  2591	1.414866540070124e-03	1.778279410038921e+01	3.752847312800080e+00
4.200000e+07	  3	  2999	  1088	1.683057746073521e-03	1.778279410038921e+01	4.279334847465628e+00
4.300000e+07	  3	  2999	   778	1.733238832426800e-03	1.778279410038921e+01	4.806221810647299e+00
4.400000e+07	  3	  2999	  1288	1.937712899590894e-03	1.778279410038921e+01	5.333085780508318e+00
4.500000e+07	  3	  2999	  2853	1.430380535529109e-03	1.778279410038921e+01	5.859873187032418e+00
4.600000e+07	  3	  2999	  2996	1.327811380219257e-03	2.371373705661653e+01	4.535203330857169e-01
4.700000e+07	  3	  2999	    38	1.421765710687831e-03	2.371373705661653e+01	9.793237559297028e-01
4.800000e+07	  3	  2999	  1034	1.694168710144253e-03	2.371373705661653e+01	1.503576949642116e+00
4.900000e+07	  3	  2999	   500	1.711255234963772e-03	2.371373705661653e+01	2.029216179744062e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
5.000000e+07	  3	  2999	   856	1.169038464791667e-03	2.371373705661653e+01	2.556580293656254e+00
5.100000e+07	  3	  2999	   420	1.499786488797520e-03	2.371373705661653e+01	3.082362276709702e+00
5.200000e+07	  3	  2999	   665	2.038119332387876e-03	2.371373705661653e+01	3.609980336075377e+00
5.300000e+07	  3	  2999	   530	1.761906765432625e-03	2.371373705661653e+01	4.135302416890053e+00
5.400000e+07	  3	  2999	  1138	1.767901605104741e-03	2.371373705661653e+01	4.662083663188199e+00
5.500000e+07	  3	  2999	  1474	1.701711247967784e-03	2.371373705661653e+01	5.188916862182961e+00
5.600000e+07	  3	  2999	  1713	1.610336783158907e-03	2.371373705661653e+01	5.714312433702592e+00
5.700000e+07	  3	  2999	  2842	1.625528123207934e-03	2.371373705661653e+01	6.241063196754759e+00
5.800000e+07	  3	  2999	  2814	1.337083166327210e-03	2.371373705661653e+01	6.767599667363812e+00
5.900000e+07	  3	  2999	  1299	1.621737048091372e-03	2.371373705661653e+01	7.294942868831405e+00
6.000000e+07	  3	  2999	  1507	1.532181221829828e-03	2.371373705661653e+01	7.820914487993426e+00
6.100000e+07	  3	  2999	   262	1.228996465011411e-03	3.162277660168376e+01	4.379439554832411e-01
6.200000e+07	  3	  2999	  1712	1.612267238071002e-03	3.162277660168376e+01	9.641524400756224e-01
6.300000e+07	  3	  2999	  2361	1.571909029747671e-03	3.162277660168376e+01	1.490329494593875e+00
6.400000e+07	  3	  2999	   466	1.417100963405213e-03	3.162277660168376e+01	2.016340788790364e+00
6.500000e+07	  3	  2999	   678	1.128413886516306e-03	3.162277660168376e+01	2.541596002014801e+00
6.600000e+07	  3	  2999	   659	1.524675732437248e-03	3.162277660168376e+01	3.068546234283313e+00
6.700000e+07	  3	  2999	   322	1.386222845069598e-03	3.162277660168376e+01	3.592956804973766e+00
6.800000e+07	  3	  2999	   186	1.373311464159077e-03	3.162277660168376e+01	4.119482820199996e+00
6.900000e+07	  3	  2999	  2737	1.167074915954157e-03	3.162277660168376e+01	4.645327580697929e+00
7.000000e+07	  3	  2999	  1119	1.669556012183414e-03	3.162277660168376e+01	5.171913545393903e+00
7.100000e+07	  3	  2999	  2835	1.409856128103656e-03	3.162277660168376e+01	5.697753425609904e+00
7.200000e+07	  3	  2999	  2707	1.558743503324019e-03	3.162277660168376e+01	6.225254114858902e+00
7.300000e+07	  3	  2999	   674	1.821831589709801e-03	3.162277660168376e+01	6.749607000444333e+00
7.400000e+07	  3	  2999	   353	1.442116742859340e-03	3.162277660168376e+01	7.277131459844647e+00
7.500000e+07	  3	  2999	    77	1.777742234422720e-03	3.162277660168376e+01	7.802584695545613e+00
7.600000e+07	  3	  2999	   474	1.319754396674218e-03	3.162277660168376e+01	8.329082982671817e+00
7.700000e+07	  3	  2999	  2330	1.265425321456684e-03	3.162277660168376e+01	8.855710958855427e+00
7.800000e+07	  3	  2999	   468	2.242479613671983e-03	3.162277660168376e+01	9.381484011660424e+00
7.900000e+07	  3	  2999	  1064	1.734548684249743e-03	3.162277660168376e+01	9.908834080580210e+00
8.000000e+07	  3	  2999	  1535	1.543235656644646e-03	3.162277660168376e+01	1.043355201893111e+01
8.100000e+07	  3	  2999	  1441	1.751408615585995e-03	4.216965034285818e+01	4.119326052486577e-01
8.200000e+07	  3	  2999	  2059	1.340037015959446e-03	4.216965034285818e+01	9.367141511141552e-01
8.300000e+07	  3	  2999	   547	1.688614803671244e-03	4.216965034285818e+01	1.463664530802370e+00
8.400000e+07	  3	  2999	  1987	1.735234824814024e-03	4.216965034285818e+01	1.988290101595909e+00
8.500000e+07	  3	  2999	  2765	1.451436402267466e-03	4.216965034285818e+01	2.514980923828167e+00
8.600000e+07	  3	  2999	   127	1.964520640365701e-03	4.216965034285818e+01	3.038952210514779e+00
8.700000e+07	  3	  2999	   743	1.499931247726473e-03	4.216965034285818e+01	3.565693342464471e+00
8.800000e+07	  3	  2999	  2652	1.931450965007683e-03	4.216965034285818e+01	4.089377424599913e+00
8.900000e+07	  3	  2999	   503	1.742929938676071e-03	4.216965034285818e+01	4.616605892714893e+00
9.000000e+07	  3	  2999	  1675	1.637457396751413e-03	4.216965034285818e+01	5.143346089876943e+00
9.100000e+07	  3	  2999	  1482	2.037913707641616e-03	4.216965034285818e+01	5.668818588769170e+00
9.200000e+07	  3	  2999	  1624	1.888419186612428e-03	4.216965034285818e+01	6.195330296822920e+00
9.300000e+07	  3	  2999	   564	2.044494906620989e-03	4.216965034285818e+01	6.720354572077754e+00
9.400000e+07	  3	  2999	   987	1.487404636007680e-03	4.216965034285818e+01	7.247079093691223e+00
9.500000e+07	  3	  2999	  1027	1.407391413422170e-03	4.216965034285818e+01	7.773210834071117e+00
9.600000e+07	  3	  2999	  1821	1.357455259195832e-03	4.216965034285818e+01	8.300591352571793e+00
9.700000e+07	  3	  2999	  2570	1.924285427034563e-03	4.216965034285818e+01	8.826260386255523e+00
9.800000e+07	  3	  2999	  1562	1.874774720569173e-03	4.216965034285818e+01	9.353823974320020e+00
9.900000e+07	  3	  2999	   347	1.724339190048139e-03	4.216965034285818e+01	9.879569278046077e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.000000e+08	  3	  2999	  2319	1.486205370390068e-03	4.216965034285818e+01	1.040705431661627e+01
1.010000e+08	  3	  2999	   362	1.545306559647964e-03	4.216965034285818e+01	1.093246658937927e+01
1.020000e+08	  3	  2999	   364	1.115944994688938e-03	4.216965034285818e+01	1.145750799733818e+01
1.030000e+08	  3	  2999	  1377	1.530130314981644e-03	4.216965034285818e+01	1.198237831650083e+01
1.040000e+08	  3	  2999	  2034	1.701232771824892e-03	4.216965034285818e+01	1.250917018932077e+01
1.050000e+08	  3	  2999	  1629	1.582472689390821e-03	4.216965034285818e+01	1.303550316465532e+01
1.060000e+08	  3	  2999	   121	1.443461285368215e-03	4.216965034285818e+01	1.356193571076523e+01
1.070000e+08	  3	  2999	  2100	1.715605473231176e-03	5.623413251903484e+01	2.398056491871937e-02
1.080000e+08	  3	  2999	   851	1.125409407754859e-03	5.623413251903484e+01	5.491065488841245e-01
1.090000e+08	  3	  2999	  1992	1.394916747594697e-03	5.623413251903484e+01	1.076050554611372e+00
1.100000e+08	  3	  2999	  2250	2.266963187626154e-03	5.623413251903484e+01	1.601671031344826e+00
1.110000e+08	  3	  2999	  1145	1.746208744740848e-03	5.623413251903484e+01	2.128683936182899e+00
1.120000e+08	  3	  2999	  1437	1.302995330870912e-03	5.623413251903484e+01	2.654914008409138e+00
1.130000e+08	  3	  2999	  2481	1.180097737441675e-03	5.623413251903484e+01	3.181725068435788e+00
1.140000e+08	  3	  2999	  1011	1.277900946824924e-03	5.623413251903484e+01	3.708171771895030e+00
1.150000e+08	  3	  2999	  2080	1.255096394351114e-03	5.623413251903484e+01	4.232912033955441e+00
1.160000e+08	  3	  2999	  1664	1.778153001473658e-03	5.623413251903484e+01	4.759302012151310e+00
1.170000e+08	  3	  2999	  2619	1.763896068641813e-03	5.623413251903484e+01	5.285564597029994e+00
1.180000e+08	  3	  2999	  1847	2.086482161779874e-03	5.623413251903484e+01	5.812957748893440e+00
1.190000e+08	  3	  2999	  1944	1.292919276671173e-03	5.623413251903484e+01	6.338510738768774e+00
1.200000e+08	  3	  2999	  1327	1.842666574594636e-03	5.623413251903484e+01	6.865565669013593e+00
1.210000e+08	  3	  2999	  2524	1.492470663984425e-03	5.623413251903484e+01	7.390927043151970e+00
1.220000e+08	  3	  2999	   289	1.629187498663909e-03	5.623413251903484e+01	7.918022153114463e+00
1.230000e+08	  3	  2999	   246	1.606714029857713e-03	5.623413251903484e+01	8.443865633608977e+00
1.240000e+08	  3	  2999	  2165	1.682842566620105e-03	5.623413251903484e+01	8.971371574943154e+00
1.250000e+08	  3	  2999	  1130	2.045621922583733e-03	5.623413251903484e+01	9.497425137946720e+00
1.260000e+08	  3	  2999	  1105	1.444815192942024e-03	5.623413251903484e+01	1.002278086604739e+01
1.270000e+08	  3	  2999	  1881	1.097105834175467e-03	5.623413251903484e+01	1.054995346819058e+01
1.280000e+08	  3	  2999	  2608	1.256104173326089e-03	5.623413251903484e+01	1.107701044782941e+01
1.290000e+08	  3	  2999	  1544	1.675658522012716e-03	5.623413251903484e+01	1.160264709256727e+01
1.300000e+08	  3	  2999	   656	1.531925800049981e-03	5.623413251903484e+01	1.213026571596413e+01
1.310000e+08	  3	  2999	  2815	1.897551764930493e-03	5.623413251903484e+01	1.265591225939587e+01
1.320000e+08	  3	  2999	  2305	1.964604814359485e-03	5.623413251903484e+01	1.318250431170251e+01
1.330000e+08	  3	  2999	  2770	1.723222594980406e-03	5.623413251903484e+01	1.370952728208063e+01
1.340000e+08	  3	  2999	  2952	3.767158153868696e-04	5.623413251903484e+01	1.423243601109889e+01
1.350000e+08	  3	  2999	  1427	1.695770070651761e-03	5.623413251903484e+01	1.476033597113256e+01
1.360000e+08	  3	  2999	   843	1.540260568780978e-03	5.623413251903484e+01	1.528518088616561e+01
1.370000e+08	  3	  2999	   943	1.118571921236126e-03	5.623413251903484e+01	1.581250988348054e+01
1.380000e+08	  3	  2999	  2784	1.164717902466519e-03	5.623413251903484e+01	1.633767139040759e+01
1.390000e+08	  3	  2999	  2752	1.563071586653968e-03	5.623413251903484e+01	1.686540024279138e+01
1.400000e+08	  3	  2999	  1173	1.809419596208730e-03	5.623413251903484e+01	1.739203754545186e+01
1.410000e+08	  3	  2999	  1082	1.225021267798612e-03	5.623413251903484e+01	1.791663194679326e+01
1.420000e+08	  3	  2999	  1300	1.595059238895632e-03	5.623413251903484e+01	1.844438200894093e+01
1.430000e+08	  3	  2999	  1651	1.602466585291206e-03	7.498942093324548e+01	2.126516251730557e-01
1.440000e+08	  3	  2999	   405	1.431382176597538e-03	7.498942093324548e+01	7.398540425744896e-01
1.450000e+08	  3	  2999	  2842	1.438961287311074e-03	7.498942093324548e+01	1.266569382346592e+00
1.460000e+08	  3	  2999	   943	1.119056634092040e-03	7.498942093324548e+01	1.792654175156150e+00
1.470000e+08	  3	  2999	  2404	1.988675124457993e-03	7.498942093324548e+01	2.318939751199706e+00
1.480000e+08	  3	  2999	   348	1.517300449831305e-03	7.498942093324548e+01	2.844952206605956e+00
1.490000e+08	  3	  2999	  1806	1.484959768526695e-03	7.498942093324548e+01	3.369423661073057e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.500000e+08	  3	  2999	  1814	1.777939697480893e-03	7.498942093324548e+01	3.896472587893169e+00
1.510000e+08	  3	  2999	  2111	1.477173751980048e-03	7.498942093324548e+01	4.422300670963572e+00
1.520000e+08	  3	  2999	  1583	1.292237667285368e-03	7.498942093324548e+01	4.947207966398381e+00
1.530000e+08	  3	  2999	  2353	1.725894431877128e-03	7.498942093324548e+01	5.472724101062693e+00
1.540000e+08	  3	  2999	   331	1.643118142515372e-03	7.498942093324548e+01	5.999171135033303e+00
1.550000e+08	  3	  2999	   680	1.387859204949649e-03	7.498942093324548e+01	6.526908191426743e+00
1.560000e+08	  3	  2999	   446	1.529552196689915e-03	7.498942093324548e+01	7.052474719818954e+00
1.570000e+08	  3	  2999	  2672	1.338085017682255e-03	7.498942093324548e+01	7.579320665506163e+00
1.580000e+08	  3	  2999	  1405	1.121133098516870e-03	7.498942093324548e+01	8.105959200693917e+00
1.590000e+08	  3	  2999	   972	1.407332221601498e-03	7.498942093324548e+01	8.631576471209675e+00
1.600000e+08	  3	  2999	  2035	1.381858002732337e-03	7.498942093324548e+01	9.158063753167053e+00
1.610000e+08	  3	  2999	  2828	1.941800825246168e-03	7.498942093324548e+01	9.682653005690026e+00
-----
real time > 14100 [s]
Timer expired. Ending this program.
-----
dt_[2828]	= 1.220069e-02
E_error	= 9.024617763634701e-01
L_error	= -nan
dE_correct	= -1.156590323425669e-09
step	= 1.610000000000000e+08
dt_ene	= 1.000000e-01[yr]
geometric ratio	= (sqrt(sqrt(sqrt(10.0))))
-----
real time	= 14103.145007[s]
user time	= 41464.948000[s]
system time	= 806.984000[s]
Execution Time	(total	= 1.410315e+04 [s])
Corrector		= 5.617098e+03 [s]	39.83 [%]
Predictor		= 3.267800e+03 [s]	23.17 [%]
Iteration		= 2.584404e+03 [s]	18.33 [%]
Fragmentation		= 1.616989e+03 [s]	11.47 [%]
Orbital_Elements	= 4.345943e+01 [s]	 0.31 [%]
Collision_Judgement	= 3.379924e+00 [s]	 0.02 [%]
Energy			= 2.707936e+00 [s]	 0.02 [%]
Others			= 9.673071e+02 [s]	 6.86 [%]
-----
myid = 4	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand05/tempread.dat' exists.
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc3E-2_frag_acc/rand05/tempfragread.dat' exists.
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
1.610000e+08	  3	  2999	  2828	1.941800825246168e-03	7.498942093324548e+01	9.682653005690026e+00
1.620000e+08	  3	  2999	  1804	1.947803054746346e-03	7.498942093324548e+01	1.020851188676433e+01
1.630000e+08	  3	  2999	  2292	1.837758053796465e-03	7.498942093324548e+01	1.073334500027043e+01
1.640000e+08	  3	  2999	  2081	1.496900436838432e-03	7.498942093324548e+01	1.126005629745994e+01
1.650000e+08	  3	  2999	  2930	1.717578165213554e-03	7.498942093324548e+01	1.178724640339143e+01
1.660000e+08	  3	  2999	  2983	1.976242617632258e-03	7.498942093324548e+01	1.231325934060809e+01
1.670000e+08	  3	  2999	  2903	1.906998799106904e-03	7.498942093324548e+01	1.284087489517321e+01
1.680000e+08	  3	  2999	  1651	1.442781695172260e-03	7.498942093324548e+01	1.336423345135080e+01
1.690000e+08	  3	  2999	   721	1.805166982411218e-03	7.498942093324548e+01	1.389134927674093e+01
1.700000e+08	  3	  2999	  2228	1.676777481801398e-03	7.498942093324548e+01	1.441687519272716e+01
1.710000e+08	  3	  2999	  1601	2.072960805436618e-03	7.498942093324548e+01	1.494457669120065e+01
1.720000e+08	  3	  2999	  1186	2.063738173766155e-03	7.498942093324548e+01	1.547037804977359e+01
1.730000e+08	  3	  2999	  1265	1.477566631503323e-03	7.498942093324548e+01	1.599722493197822e+01
1.740000e+08	  3	  2999	   322	1.601655879186714e-03	7.498942093324548e+01	1.652373128489850e+01
1.750000e+08	  3	  2999	    17	1.708078458837052e-03	7.498942093324548e+01	1.704990757944162e+01
1.760000e+08	  3	  2999	  2339	2.366371763277122e-03	7.498942093324548e+01	1.757699170385833e+01
1.770000e+08	  3	  2999	  1526	1.324041796813737e-03	7.498942093324548e+01	1.810320991991365e+01
1.780000e+08	  3	  2999	   461	1.228039283922838e-03	7.498942093324548e+01	1.862790159242255e+01
1.790000e+08	  3	  2999	  2966	1.714754591295227e-03	7.498942093324548e+01	1.915532799077782e+01
1.800000e+08	  3	  2999	   915	1.714207797923990e-03	7.498942093324548e+01	1.968043801204875e+01
1.810000e+08	  3	  2999	  2811	1.458290248448924e-03	7.498942093324548e+01	2.020779679326338e+01
1.820000e+08	  3	  2999	   941	1.589091463247962e-03	7.498942093324548e+01	2.073373171099575e+01
1.830000e+08	  3	  2999	  1814	1.777069828710822e-03	7.498942093324548e+01	2.126052239719356e+01
1.840000e+08	  3	  2999	   561	1.482899732046351e-03	7.498942093324548e+01	2.178623817906147e+01
collision No.2	9.687852e+01[yr]	i=3, j=1361	r_ij=5.474962812486512e-05	radius[3]+radius[1361]=5.495802467355903e-05
dE_heat=-2.160575e-11	dE_grav=2.168022e-11	dE_c=-2.833793e-19	v_imp=3.304962e-01
1.850000e+08	  3	  2998	  1169	2.310384568045369e-03	7.498942093324548e+01	2.231254628148598e+01
1.860000e+08	  3	  2998	   298	1.783038447174883e-03	7.498942093324548e+01	2.283817442369041e+01
1.870000e+08	  3	  2998	  1238	1.161571899126385e-03	7.498942093324548e+01	2.336518123096221e+01
1.880000e+08	  3	  2998	   354	1.780424923944648e-03	7.498942093324548e+01	2.389152135000699e+01
1.890000e+08	  3	  2998	    94	1.232914705760470e-03	7.498942093324548e+01	2.441753363440469e+01
1.900000e+08	  3	  2998	  1154	1.255838255714983e-03	7.498942093324548e+01	2.494346764466302e+01
1.910000e+08	  3	  2998	  1190	1.635820000995144e-03	9.999999999999986e+01	4.586236434833741e-01
1.920000e+08	  3	  2998	  2612	1.658240536951845e-03	9.999999999999986e+01	9.850501403907751e-01
1.930000e+08	  3	  2998	  1156	1.523961338873734e-03	9.999999999999986e+01	1.511877148072910e+00
1.940000e+08	  3	  2998	   649	1.270054940575847e-03	9.999999999999986e+01	2.037897717017930e+00
1.950000e+08	  3	  2998	  2952	1.557261654361169e-03	9.999999999999986e+01	2.564119093163592e+00
1.960000e+08	  3	  2998	  1089	1.411035492169678e-03	9.999999999999986e+01	3.091296610258468e+00
1.970000e+08	  3	  2998	  2126	1.306337164351587e-03	9.999999999999986e+01	3.616342690896075e+00
1.980000e+08	  3	  2998	  2243	1.828129720507463e-03	9.999999999999986e+01	4.142496361430926e+00
1.990000e+08	  3	  2998	  1717	1.768114086500464e-03	9.999999999999986e+01	4.669352613653778e+00
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
2.000000e+08	  3	  2998	  2148	1.711048973522997e-03	9.999999999999986e+01	5.194776094245128e+00
2.010000e+08	  3	  2998	  2511	1.943232350781074e-03	9.999999999999986e+01	5.721567277234737e+00
2.020000e+08	  3	  2998	   604	2.144712185318710e-03	9.999999999999986e+01	6.247498685122872e+00
2.030000e+08	  3	  2998	  1209	1.618847954095429e-03	9.999999999999986e+01	6.772671332755746e+00
2.040000e+08	  3	  2998	   281	1.500436140214166e-03	9.999999999999986e+01	7.298784523755472e+00
2.050000e+08	  3	  2998	   475	1.330545846363681e-03	9.999999999999986e+01	7.824218863875238e+00
2.060000e+08	  3	  2998	  2534	2.181876735427733e-03	9.999999999999986e+01	8.350648575368238e+00
2.070000e+08	  3	  2998	  1961	1.502897730333427e-03	9.999999999999986e+01	8.876866776111521e+00
2.080000e+08	  3	  2998	  2057	1.213348837918612e-03	9.999999999999986e+01	9.403272849915123e+00
2.090000e+08	  3	  2998	   416	1.174203620771742e-03	9.999999999999986e+01	9.928846965604119e+00
2.100000e+08	  3	  2998	  1548	1.706052594585885e-03	9.999999999999986e+01	1.045530339831999e+01
2.110000e+08	  3	  2998	   555	2.055965448885433e-03	9.999999999999986e+01	1.098164152835307e+01
2.120000e+08	  3	  2998	  2529	1.294850681935687e-03	9.999999999999986e+01	1.150834856496908e+01
2.130000e+08	  3	  2998	   833	1.302624913426728e-03	9.999999999999986e+01	1.203426930907406e+01
2.140000e+08	  3	  2998	  1087	1.306401825303863e-03	9.999999999999986e+01	1.256003174607618e+01
2.150000e+08	  3	  2998	   333	1.365525696810181e-03	9.999999999999986e+01	1.308663090950849e+01
2.160000e+08	  3	  2998	     4	1.524516091380170e-03	9.999999999999986e+01	1.361157642976847e+01
2.170000e+08	  3	  2998	  1865	1.362910321431372e-03	9.999999999999986e+01	1.413828632992761e+01
2.180000e+08	  3	  2998	  2667	2.355745519499744e-03	9.999999999999986e+01	1.466440129365112e+01
2.190000e+08	  3	  2998	   279	1.742895513039751e-03	9.999999999999986e+01	1.518932349671247e+01
2.200000e+08	  3	  2998	  1404	1.508080797390835e-03	9.999999999999986e+01	1.571388769531364e+01
2.210000e+08	  3	  2998	  1420	1.546451199057303e-03	9.999999999999986e+01	1.624074459453920e+01
2.220000e+08	  3	  2998	  2381	1.397361975510278e-03	9.999999999999986e+01	1.676643195367192e+01
2.230000e+08	  3	  2998	  1164	1.651654787833763e-03	9.999999999999986e+01	1.729209410853508e+01
2.240000e+08	  3	  2998	  2188	1.999057998334236e-03	9.999999999999986e+01	1.781651485022260e+01
2.250000e+08	  3	  2998	   761	1.414763470790097e-03	9.999999999999986e+01	1.834298392370397e+01
2.260000e+08	  3	  2998	  2850	1.592569010523310e-03	9.999999999999986e+01	1.886877236304460e+01
